"Местное время в Толмачёво / им. А. И. Покрышкина (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"28.12.2018 16:30";"-29.0";"770.2";"781.6";"62";"Штиль, безветрие";"0";"";"Дымка, дым";"";"Нет существенной облачности";"4.1";"-34.0";
"28.12.2018 16:00";"-28.0";"770.9";"782.3";"62";"Штиль, безветрие";"0";"";"Дымка, дым";"";"Нет существенной облачности";"5.0";"-33.0";
"28.12.2018 15:30";"-29.0";"770.9";"782.3";"68";"Штиль, безветрие";"0";"";"Дымка, дым";"";"Нет существенной облачности";"5.0";"-33.0";
"28.12.2018 15:00";"-29.0";"770.9";"782.3";"68";"Переменное направление";"1";"";"Дымка, дым";"";"Нет существенной облачности";"5.0";"-33.0";
"28.12.2018 14:30";"-30.0";"770.8";"782.3";"68";"Ветер, дующий с севера";"1";"";"Дымка, дым";"";"Нет существенной облачности";"5.0";"-34.0";
"28.12.2018 14:00";"-30.0";"770.8";"782.3";"68";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Нет существенной облачности";"6.0";"-34.0";
"28.12.2018 13:30";"-31.0";"771.6";"783.1";"75";"Ветер, дующий с севера";"1";"";"";"";"Нет существенной облачности";"6.0";"-34.0";
"28.12.2018 13:00";"-30.0";"771.6";"783.1";"75";"Ветер, дующий с востоко-северо-востока";"1";"";"Дымка, дым";"";"Нет существенной облачности";"5.0";"-33.0";
"28.12.2018 12:30";"-32.0";"771.5";"783.1";"67";"Переменное направление";"1";"";"Дымка, дым";"";"Нет существенной облачности";"4.5";"-36.0";
"28.12.2018 12:00";"-33.0";"771.5";"783.1";"67";"Ветер, дующий с востока";"1";"";"Дымка, дым";"";"Нет существенной облачности";"7.0";"-37.0";
"28.12.2018 11:30";"-35.0";"771.4";"783.1";"74";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"8.0";"-38.0";
"28.12.2018 11:00";"-36.0";"772.0";"783.8";"66";"Ветер, дующий с северо-северо-запада";"2";"";"Дымка, дым";"";"Нет существенной облачности";"9.0";"-40.0";
"28.12.2018 10:30";"-36.0";"772.0";"783.8";"66";"Ветер, дующий с северо-северо-запада";"1";"";"Дымка, дым";"";"Нет существенной облачности";"6.0";"-40.0";
"28.12.2018 10:00";"-34.0";"772.1";"783.8";"74";"Ветер, дующий с юго-юго-востока";"1";"";"Дымка, дым";"";"Нет существенной облачности";"3.5";"-37.0";
"28.12.2018 09:30";"-36.0";"772.0";"783.8";"66";"Переменное направление";"1";"";"Дымка, дым";"";"Нет существенной облачности";"5.0";"-40.0";
"28.12.2018 09:00";"-35.0";"772.9";"784.6";"67";"Штиль, безветрие";"0";"";"Дымка, дым";"";"Нет существенной облачности";"9.0";"-39.0";
"28.12.2018 08:30";"-36.0";"772.8";"784.6";"66";"Ветер, дующий с северо-северо-запада";"2";"";"Дымка, дым";"";"Нет существенной облачности";"8.0";"-40.0";
"28.12.2018 08:00";"-36.0";"772.8";"784.6";"74";"Ветер, дующий с северо-северо-запада";"1";"";"";"";"Нет существенной облачности";"7.0";"-39.0";
"28.12.2018 07:30";"-35.0";"772.1";"783.8";"67";"Переменное направление";"1";"";"Дымка";"";"Нет существенной облачности";"7.0";"-39.0";
"28.12.2018 07:00";"-34.0";"772.1";"783.8";"67";"Ветер, дующий с востока";"1";"";"Дымка";"";"Нет существенной облачности";"4.3";"-38.0";
"28.12.2018 06:30";"-36.0";"772.8";"784.6";"74";"Штиль, безветрие";"0";"";"Дымка";"";"Нет существенной облачности";"5.0";"-39.0";
"28.12.2018 06:00";"-33.0";"773.0";"784.6";"67";"Штиль, безветрие";"0";"";"Дымка";"";"Нет существенной облачности";"5.0";"-37.0";
"28.12.2018 05:30";"-33.0";"773.0";"784.6";"74";"Штиль, безветрие";"0";"";"Дымка";"";"Нет существенной облачности";"5.0";"-36.0";
"28.12.2018 05:00";"-33.0";"773.0";"784.6";"74";"Штиль, безветрие";"0";"";"Дымка";"";"Нет существенной облачности";"5.0";"-36.0";
"28.12.2018 04:30";"-33.0";"773.0";"784.6";"67";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"6.0";"-37.0";
"28.12.2018 04:00";"-32.0";"773.0";"784.6";"67";"Штиль, безветрие";"0";"";"Дымка";"";"Нет существенной облачности";"6.0";"-36.0";
"28.12.2018 03:30";"-31.0";"773.9";"785.4";"68";"Штиль, безветрие";"0";"";"Дымка";"";"Нет существенной облачности";"5.0";"-35.0";
"28.12.2018 03:00";"-34.0";"773.7";"785.4";"67";"Штиль, безветрие";"0";"";"Дымка";"";"Нет существенной облачности";"4.6";"-38.0";
"28.12.2018 02:30";"-34.0";"773.7";"785.4";"74";"Ветер, дующий с запада";"1";"";"Дымка";"";"Нет существенной облачности";"6.0";"-37.0";
"28.12.2018 02:00";"-31.0";"773.9";"785.4";"75";"Штиль, безветрие";"0";"";"Дымка";"";"Нет существенной облачности";"4.0";"-34.0";
"28.12.2018 01:30";"-30.0";"773.9";"785.4";"75";"Ветер, дующий с востоко-северо-востока";"1";"";"Дымка";"";"Нет существенной облачности";"3.4";"-33.0";
"28.12.2018 01:00";"-30.0";"773.9";"785.4";"75";"Ветер, дующий с востоко-юго-востока";"1";"";"Дымка";"";"Нет существенной облачности";"3.7";"-33.0";
"28.12.2018 00:30";"-31.0";"773.9";"785.4";"75";"Ветер, дующий с юго-востока";"1";"";"Дымка";"";"Нет существенной облачности";"4.1";"-34.0";
"28.12.2018 00:00";"-30.0";"773.9";"785.4";"75";"Штиль, безветрие";"0";"";"Дымка";"";"Нет существенной облачности";"4.2";"-33.0";
"27.12.2018 23:30";"-32.0";"774.5";"786.1";"75";"Штиль, безветрие";"0";"";"Дымка";"";"Нет существенной облачности";"4.7";"-35.0";
"27.12.2018 23:00";"-32.0";"774.5";"786.1";"75";"Штиль, безветрие";"0";"";"Дымка";"";"Нет существенной облачности";"5.0";"-35.0";
"27.12.2018 22:30";"-31.0";"774.5";"786.1";"75";"Штиль, безветрие";"0";"";"Дымка";"";"Нет существенной облачности";"3.3";"-34.0";
"27.12.2018 22:00";"-30.0";"774.6";"786.1";"75";"Штиль, безветрие";"0";"";"Дымка";"";"Нет существенной облачности";"4.3";"-33.0";
"27.12.2018 21:30";"-30.0";"774.6";"786.1";"75";"Ветер, дующий с юга";"1";"";"Дымка";"";"Нет существенной облачности";"5.0";"-33.0";
"27.12.2018 21:00";"-30.0";"774.6";"786.1";"75";"Ветер, дующий с юго-запада";"1";"";"Дым";"";"Нет существенной облачности";"7.0";"-33.0";
"27.12.2018 20:30";"-30.0";"774.6";"786.1";"75";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"9.0";"-33.0";
"27.12.2018 20:00";"-30.0";"774.6";"786.1";"75";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-33.0";
"27.12.2018 19:30";"-29.0";"774.6";"786.1";"68";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-33.0";
"27.12.2018 19:00";"-30.0";"774.6";"786.1";"75";"Ветер, дующий с северо-северо-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-33.0";
"27.12.2018 18:30";"-30.0";"774.6";"786.1";"68";"Ветер, дующий с севера";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-34.0";
"27.12.2018 18:00";"-30.0";"774.6";"786.1";"62";"Ветер, дующий с северо-северо-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-35.0";
"27.12.2018 17:30";"-30.0";"774.6";"786.1";"68";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-34.0";
"27.12.2018 17:00";"-29.0";"775.4";"786.9";"62";"Ветер, дующий с северо-северо-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-34.0";
"27.12.2018 16:30";"-28.0";"775.5";"786.9";"62";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-33.0";
"27.12.2018 16:00";"-27.0";"774.7";"786.1";"69";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"9.0";"-31.0";
"27.12.2018 15:30";"-27.0";"775.5";"786.9";"69";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-31.0";
"27.12.2018 15:00";"-27.0";"774.7";"786.1";"69";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"8.0";"-31.0";
"27.12.2018 14:30";"-25.0";"774.8";"786.1";"69";"Ветер, дующий с юга";"1";"";"";"";"Нет существенной облачности";"8.0";"-29.0";
"27.12.2018 14:00";"-26.0";"774.8";"786.1";"76";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-29.0";
"27.12.2018 13:30";"-28.0";"775.5";"786.9";"75";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-31.0";
"27.12.2018 13:00";"-29.0";"775.4";"786.9";"68";"Ветер, дующий с востока";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-33.0";
"27.12.2018 12:30";"-31.0";"775.3";"786.9";"75";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-34.0";
"27.12.2018 12:00";"-32.0";"775.3";"786.9";"75";"Ветер, дующий с северо-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-35.0";
"27.12.2018 11:30";"-33.0";"775.2";"786.9";"74";"Ветер, дующий с северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-36.0";
"27.12.2018 11:00";"-33.0";"775.2";"786.9";"67";"Ветер, дующий с северо-запада";"2";"";"Дымка, дым";"";"Нет существенной облачности";"10.0 и более";"-37.0";
"27.12.2018 10:30";"-33.0";"774.4";"786.1";"67";"Ветер, дующий с западо-северо-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-37.0";
"27.12.2018 10:00";"-32.0";"774.5";"786.1";"67";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-36.0";
"27.12.2018 09:30";"-33.0";"774.4";"786.1";"74";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-36.0";
"27.12.2018 09:00";"-32.0";"774.5";"786.1";"67";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-36.0";
"27.12.2018 08:30";"-33.0";"774.4";"786.1";"74";"Ветер, дующий с западо-северо-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-36.0";
"27.12.2018 08:00";"-32.0";"774.5";"786.1";"75";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-35.0";
"27.12.2018 07:30";"-33.0";"774.4";"786.1";"74";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-36.0";
"27.12.2018 07:00";"-32.0";"774.5";"786.1";"75";"Ветер, дующий с северо-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-35.0";
"27.12.2018 06:30";"-32.0";"774.5";"786.1";"67";"Ветер, дующий с северо-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-36.0";
"27.12.2018 06:00";"-33.0";"774.4";"786.1";"74";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-36.0";
"27.12.2018 05:30";"-32.0";"774.5";"786.1";"75";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Нет существенной облачности";"9.0";"-35.0";
